Year,School Name,Suburb,Sector,Type,Latitude,Longitude,Remoteness,Remoteness Category,LGA
2020,Tecoma Primary School,TECOMA,Government,Primary,-37.90695837,145.3449218,0,Major Cities,Yarra Ranges (S)
2020,Torquay P-6 College,TORQUAY,Government,Primary,-38.3219,144.313,1,Inner Regional,Surf Coast (S)
2020,Emerald Primary School,EMERALD,Government,Primary,-37.93338297,145.4424276,0,Major Cities,Cardinia (S)
2020,Carrum Primary School,CARRUM,Government,Primary,-38.078092,145.126499,0,Major Cities,Kingston (C) (Vic.)
2020,Nyora Primary School,NYORA,Government,Primary,-38.336244,145.674891,1,Inner Regional,South Gippsland (S)
2020,Exford Primary School,EXFORD,Government,Primary,-37.74549407,144.5587737,1,Inner Regional,Melton (C)
2020,Ultima Primary School,ULTIMA,Government,Primary,-35.476233,143.266171,2,Outer Regional,Swan Hill (RC)
2020,Mount Waverley Primary School,MOUNT WAVERLEY,Government,Primary,-37.880907,145.124091,0,Major Cities,Monash (C)
2020,Marlo Primary School,MARLO,Government,Primary,-37.796269,148.535038,2,Outer Regional,East Gippsland (S)
2020,Murrumbeena Primary School,MURRUMBEENA,Government,Primary,-37.88617,145.070409,0,Major Cities,Glen Eira (C)
2020,Wesburn Primary School,WESBURN,Government,Primary,-37.76869153,145.6470677,1,Inner Regional,Yarra Ranges (S)
2020,Koorlong Primary School,KOORLONG,Government,Primary,-34.278056,142.08485,2,Outer Regional,Mildura (RC)
2020,Warranwood Primary School,WARRANWOOD,Government,Primary,-37.774347,145.246981,0,Major Cities,Maroondah (C)
2020,Willowmavin Primary School,WILLOWMAVIN,Government,Primary,-37.259424,144.888229,1,Inner Regional,Mitchell (S)
2020,Olinda Primary School,OLINDA,Government,Primary,-37.85477212,145.3660491,0,Major Cities,Yarra Ranges (S)
2020,Carlisle River Primary School,CARLISLE RIVER,Government,Primary,-38.563929,143.395026,2,Outer Regional,Colac-Otway (S)
2020,Spring Gully Primary School,BENDIGO,Government,Primary,-36.793403,144.284363,1,Inner Regional,Greater Bendigo (C)
2020,Mallacoota P-12 College,MALLACOOTA,Government,Combined,-37.559427,149.754296,3,Remote,East Gippsland (S)
2020,Langwarrin Primary School,LANGWARRIN,Government,Primary,-38.160372,145.189632,0,Major Cities,Frankston (C)
2020,Cockatoo Primary School,COCKATOO,Government,Primary,-37.93929904,145.4962066,0,Major Cities,Cardinia (S)
2020,Tyabb Railway Station Primary School,TYABB,Government,Primary,-38.262148,145.192835,0,Major Cities,Mornington Peninsula (S)
2020,Belgrave South Primary School,BELGRAVE SOUTH,Government,Primary,-37.93047462,145.3588528,0,Major Cities,Yarra Ranges (S)
2020,Sydenham - Hillside Primary School,SYDENHAM,Government,Primary,-37.70218173,144.7620961,0,Major Cities,Brimbank (C)
2020,Sydenham - Hillside Primary School-Hillside Campus,HILLSIDE,Government,Primary,-37.686532,144.736467,0,Major Cities,Melton (C)
2020,Canterbury Primary School,CANTERBURY,Government,Primary,-37.83105953,145.083713,0,Major Cities,Boroondara (C)
2020,The Lake Primary School,CABARITA,Government,Primary,-34.205917,142.093145,2,Outer Regional,Mildura (RC)
2020,Grey Street Primary School (Traralgon),TRARALGON,Government,Primary,-38.193048,146.537121,1,Inner Regional,Latrobe (C) (Vic.)
2020,Brunswick North Primary School,BRUNSWICK WEST,Government,Primary,-37.764679,144.949428,0,Major Cities,Moreland (C)
2020,Fawkner Primary School,FAWKNER,Government,Primary,-37.715887,144.973528,0,Major Cities,Moreland (C)
2020,Alphington Primary School,ALPHINGTON,Government,Primary,-37.783523,145.032006,0,Major Cities,Yarra (C)
2020,Bona Vista Primary School,BONA VISTA,Government,Primary,-38.210521,145.95991,1,Inner Regional,Baw Baw (S)
2020,Banyan Fields Primary School,CARRUM DOWNS,Government,Primary,-38.094766,145.187192,0,Major Cities,Frankston (C)
2020,Norris Bank Primary School,BUNDOORA,Government,Primary,-37.6945118,145.0426341,0,Major Cities,Whittlesea (C)
2020,Macclesfield Primary School,MACCLESFIELD,Government,Primary,-37.88979216,145.4753695,0,Major Cities,Yarra Ranges (S)
2020,Black Rock Primary School,BLACK ROCK,Government,Primary,-37.969869,145.021651,0,Major Cities,Bayside (C)
2020,Mount Evelyn Primary School,MOUNT EVELYN,Government,Primary,-37.79092979,145.3888224,0,Major Cities,Yarra Ranges (S)
2020,Kilsyth Primary School,KILSYTH,Government,Primary,-37.80210649,145.3149427,0,Major Cities,Yarra Ranges (S)
2020,Wonthaggi Primary School,WONTHAGGI,Government,Primary,-38.607947,145.588636,1,Inner Regional,Bass Coast (S)
2020,Spotswood Primary School,SPOTSWOOD,Government,Primary,-37.830627,144.881921,0,Major Cities,Hobsons Bay (C)
2020,Clyde Primary School,CLYDE,Government,Primary,-38.132323,145.326386,0,Major Cities,Casey (C)
2020,Noble Park Primary School,NOBLE PARK,Government,Primary,-37.971156,145.173709,0,Major Cities,Greater Dandenong (C)
2020,Deepdene Primary School,BALWYN,Government,Primary,-37.808475,145.061285,0,Major Cities,Boroondara (C)
2020,Clifton Creek Primary School,CLIFTON CREEK,Government,Primary,-37.70208,147.659395,2,Outer Regional,East Gippsland (S)
2020,Kennington Primary School,KENNINGTON,Government,Primary,-36.768376,144.307972,1,Inner Regional,Greater Bendigo (C)
2020,Cardinia Primary School,CARDINIA,Government,Primary,-38.14572553,145.423852,1,Inner Regional,Cardinia (S)
2020,Grahamvale Primary School,GRAHAMVALE,Government,Primary,-36.3574,145.431,1,Inner Regional,Greater Shepparton (C)
2020,Irymple South Primary School,IRYMPLE,Government,Primary,-34.252489,142.190619,2,Outer Regional,Mildura (RC)
2020,Glen Huntly Primary School,GLEN HUNTLY,Government,Primary,-37.89371452,145.0462521,0,Major Cities,Glen Eira (C)
2020,Nanneella Estate Primary School,NANNEELLA,Government,Primary,-36.312971,144.778037,1,Inner Regional,Campaspe (S)
2020,Wantirna Primary School,WANTIRNA,Government,Primary,-37.856064,145.21662,0,Major Cities,Knox (C)
2020,Wonthaggi North Primary School,WONTHAGGI,Government,Primary,-38.59882,145.600234,1,Inner Regional,Bass Coast (S)
2020,Melton South Primary School,MELTON SOUTH,Government,Primary,-37.708427,144.574217,0,Major Cities,Melton (C)
2020,Chelsea Primary School,CHELSEA,Government,Primary,-38.0548,145.122,0,Major Cities,Kingston (C) (Vic.)
2020,Hampton Primary School,HAMPTON,Government,Primary,-37.93339,145.003476,0,Major Cities,Bayside (C)
2020,Victorian College For The Deaf,MELBOURNE,Government,Combined,-37.849774,144.982306,0,Major Cities,Melbourne (C)
2020,Balliang East Primary School,BALLIANG EAST,Government,Primary,-37.79486499,144.4151022,1,Inner Regional,Moorabool (S)
2020,Edithvale Primary School,EDITHVALE,Government,Primary,-38.037494,145.11297,0,Major Cities,Kingston (C) (Vic.)
2020,Orrvale Primary School,ORRVALE,Government,Primary,-36.410409,145.440539,1,Inner Regional,Greater Shepparton (C)
2020,Penders Grove Primary School,THORNBURY,Government,Primary,-37.754517,145.01427,0,Major Cities,Darebin (C)
2020,Underbool Primary School,UNDERBOOL,Government,Primary,-35.170573,141.814054,3,Remote,Mildura (RC)
2020,Caulfield Junior College,CAULFIELD NORTH,Government,Primary,-37.87211,145.021561,0,Major Cities,Glen Eira (C)
2020,Seaford Primary School,SEAFORD,Government,Primary,-38.104436,145.130496,0,Major Cities,Frankston (C)
2020,Wattle Park Primary School,BURWOOD,Government,Primary,-37.843404,145.098115,0,Major Cities,Whitehorse (C)
2020,Murrabit Group School,MURRABIT,Government,Primary,-35.528838,143.950749,2,Outer Regional,Gannawarra (S)
2020,Preston West Primary School,PRESTON,Government,Primary,-37.737366,144.99553,0,Major Cities,Darebin (C)
2020,Thornbury Primary School,THORNBURY,Government,Primary,-37.755425,144.996748,0,Major Cities,Darebin (C)
2020,Footscray West Primary School,WEST FOOTSCRAY,Government,Primary,-37.794938,144.875221,0,Major Cities,Maribyrnong (C)
2020,Wandin North Primary School,WANDIN NORTH,Government,Primary,-37.76955183,145.4089739,0,Major Cities,Yarra Ranges (S)
2020,Gardenvale Primary School,BRIGHTON EAST,Government,Primary,-37.904679,145.015034,0,Major Cities,Bayside (C)
2020,Beaumaris Primary School,BEAUMARIS,Government,Primary,-37.985326,145.03781,0,Major Cities,Bayside (C)
2020,Currawa Primary School,DOOKIE COLLEGE,Government,Primary,-36.38474876,145.7037867,1,Inner Regional,Greater Shepparton (C)
2020,Cann River P-12 College,CANN RIVER,Government,Combined,-37.5697,149.153022,3,Remote,East Gippsland (S)
2020,Altona Primary School,ALTONA,Government,Primary,-37.867708,144.822742,0,Major Cities,Hobsons Bay (C)
2020,Devon Meadows Primary School,DEVON MEADOWS,Government,Primary,-38.162115,145.3014077,0,Major Cities,Casey (C)
2020,Upper Ferntree Gully Primary School,UPPER FERNTREE GULLY,Government,Primary,-37.895604,145.314325,0,Major Cities,Knox (C)
2020,Eildon Primary School,EILDON,Government,Primary,-37.23446442,145.906994,2,Outer Regional,Murrindindi (S)
2020,Bittern Primary School,BITTERN,Government,Primary,-38.339857,145.171678,0,Major Cities,Mornington Peninsula (S)
2020,Colbinabbin Primary School,COLBINABBIN,Government,Primary,-36.589881,144.801658,1,Inner Regional,Campaspe (S)
2020,Stanhope Primary School,STANHOPE,Government,Primary,-36.4477,144.988,1,Inner Regional,Campaspe (S)
2020,Hurstbridge Primary School,HURSTBRIDGE,Government,Primary,-37.63616612,145.1980792,0,Major Cities,Nillumbik (S)
2020,Coburg West Primary School,COBURG,Government,Primary,-37.74715,144.947624,0,Major Cities,Moreland (C)
2020,Elwood Primary School,ELWOOD,Government,Primary,-37.881505,144.988364,0,Major Cities,Port Phillip (C)
2020,Mont Albert Primary School,MONT ALBERT,Government,Primary,-37.813079,145.102727,0,Major Cities,Whitehorse (C)
2020,Dhurringile Primary School,DHURRINGILE,Government,Primary,-36.543203,145.239786,1,Inner Regional,Greater Shepparton (C)
2020,Strathewen Primary School,STRATHEWEN,Government,Primary,-37.547468,145.269894,1,Inner Regional,Nillumbik (S)
2020,Don Valley Primary School,DON VALLEY,Government,Primary,-37.76019989,145.5874128,1,Inner Regional,Yarra Ranges (S)
2020,Reservoir Primary School,RESERVOIR,Government,Primary,-37.71142,145.00677,0,Major Cities,Darebin (C)
2020,Yallourn North Primary School,YALLOURN NORTH,Government,Primary,-38.163208,146.362224,1,Inner Regional,Latrobe (C) (Vic.)
2020,Toorloo Arm Primary School,LAKE TYERS BEACH,Government,Primary,-37.852539,148.05097,2,Outer Regional,East Gippsland (S)
2020,Girgarre Primary School,GIRGARRE,Government,Primary,-36.398106,144.973758,1,Inner Regional,Campaspe (S)
2020,Yaapeet Primary School,YAAPEET,Government,Primary,-35.768504,142.057154,2,Outer Regional,Yarriambiack (S)
2020,Gladysdale Primary School,GLADYSDALE,Government,Primary,-37.82086733,145.6508377,1,Inner Regional,Yarra Ranges (S)
2020,Mildura West Primary School,MILDURA,Government,Primary,-34.179621,142.151865,2,Outer Regional,Mildura (RC)
2020,Moonee Ponds Primary School,MOONEE PONDS,Government,Primary,-37.76331507,144.9336084,0,Major Cities,Moonee Valley (C)
2020,Kingsville Primary School,YARRAVILLE,Government,Primary,-37.812595,144.874657,0,Major Cities,Maribyrnong (C)
2020,Kallista Primary School,KALLISTA,Government,Primary,-37.88529605,145.3704501,0,Major Cities,Yarra Ranges (S)
2020,Essendon North Primary School,ESSENDON NORTH,Government,Primary,-37.741493,144.903031,0,Major Cities,Moonee Valley (C)
2020,Ascot Vale West Primary School,ASCOT VALE,Government,Primary,-37.78068,144.911125,0,Major Cities,Moonee Valley (C)
2020,Hartwell Primary School,CAMBERWELL,Government,Primary,-37.847935,145.084152,0,Major Cities,Boroondara (C)
2020,Red Cliffs Primary School,RED CLIFFS,Government,Primary,-34.31224574,142.1848346,2,Outer Regional,Mildura (RC)
2020,Wattle Glen Primary School,WATTLE GLEN,Government,Primary,-37.66811028,145.1819987,0,Major Cities,Nillumbik (S)
2020,Hampton Park Primary School,HAMPTON PARK,Government,Primary,-38.03034224,145.2529011,0,Major Cities,Casey (C)
2020,Colac West Primary School,COLAC,Government,Primary,-38.336417,143.579749,1,Inner Regional,Colac-Otway (S)
2020,Boronia K-12 College,BORONIA,Government,Combined,-37.858934,145.289416,0,Major Cities,Knox (C)
2020,Ripponlea Primary School,ST KILDA EAST,Government,Primary,-37.874706,145.005124,0,Major Cities,Glen Eira (C)
2020,Montmorency Primary School,MONTMORENCY,Government,Primary,-37.717652,145.121599,0,Major Cities,Banyule (C)
2020,Moriac Primary School,MORIAC,Government,Primary,-38.24138556,144.175572,1,Inner Regional,Surf Coast (S)
2020,Ringwood North Primary School,RINGWOOD NORTH,Government,Primary,-37.79313,145.230739,0,Major Cities,Maroondah (C)
2020,Red Cliffs East Primary School,RED CLIFFS,Government,Primary,-34.305108,142.214274,2,Outer Regional,Mildura (RC)
2020,Lloyd Street Primary School,MALVERN EAST,Government,Primary,-37.872416,145.056108,0,Major Cities,Stonnington (C)
2020,Bayswater North Primary School,BAYSWATER NORTH,Government,Primary,-37.8288,145.295621,0,Major Cities,Maroondah (C)
2020,Westbreen Primary School,PASCOE VALE,Government,Primary,-37.7163,144.936,0,Major Cities,Moreland (C)
2020,Point Cook Prep - Year 9 College,POINT COOK,Government,Combined,-37.893593,144.725689,0,Major Cities,Wyndham (C)
2020,Footscray North Primary School,FOOTSCRAY,Government,Primary,-37.787746,144.883372,0,Major Cities,Maribyrnong (C)
2020,Airly Primary School,AIRLY,Government,Primary,-38.025712,147.113897,1,Inner Regional,Wellington (S)
2020,Camberwell South Primary School,GLEN IRIS,Government,Primary,-37.847905,145.062612,0,Major Cities,Boroondara (C)
2020,Parkdale Primary School,PARKDALE,Government,Primary,-37.992693,145.082916,0,Major Cities,Kingston (C) (Vic.)
2020,Hughesdale Primary School,HUGHESDALE,Government,Primary,-37.905839,145.077639,0,Major Cities,Monash (C)
2020,Westgarth Primary School,NORTHCOTE,Government,Primary,-37.776471,145.005561,0,Major Cities,Darebin (C)
2020,Auburn South Primary School,HAWTHORN EAST,Government,Primary,-37.83953,145.044744,0,Major Cities,Boroondara (C)
2020,Aspendale Primary School,ASPENDALE,Government,Primary,-38.020273,145.099756,0,Major Cities,Kingston (C) (Vic.)
2020,Eltham North Primary School,ELTHAM NORTH,Government,Primary,-37.70011091,145.1508655,0,Major Cities,Nillumbik (S)
2020,Merrivale Primary School,WARRNAMBOOL,Government,Primary,-38.378018,142.456146,1,Inner Regional,Warrnambool (C)
2020,Dandenong West Primary School,DANDENONG,Government,Primary,-37.980741,145.200416,0,Major Cities,Greater Dandenong (C)
2020,Yarra Road Primary School,CROYDON,Government,Primary,-37.766401,145.272227,0,Major Cities,Maroondah (C)
2020,Aberfeldie Primary School,ESSENDON,Government,Primary,-37.7566,144.895552,0,Major Cities,Moonee Valley (C)
2020,Manifold Heights Primary School,MANIFOLD HEIGHTS,Government,Primary,-38.136151,144.332835,0,Major Cities,Greater Geelong (C)
2020,Nungurner Primary School,NUNGURNER,Government,Primary,-37.865917,147.888387,2,Outer Regional,East Gippsland (S)
2020,Dingley Primary School,DINGLEY VILLAGE,Government,Primary,-37.98229618,145.1318123,0,Major Cities,Kingston (C) (Vic.)
2020,Cardross Primary School,CARDROSS,Government,Primary,-34.288009,142.145041,2,Outer Regional,Mildura (RC)
2020,Albion Primary School,ALBION,Government,Primary,-37.77791901,144.8197265,0,Major Cities,Brimbank (C)
2020,Lemnos Primary School,LEMNOS,Government,Primary,-36.358053,145.462459,1,Inner Regional,Greater Shepparton (C)
2020,Tarwin Lower Primary School,TARWIN LOWER,Government,Primary,-38.702574,145.86706,1,Inner Regional,South Gippsland (S)
2020,Nepean Special School,SEAFORD,Government,Combined,-38.119433,145.14233,0,Major Cities,Frankston (C)
2020,Brunswick South West Primary School,BRUNSWICK WEST,Government,Primary,-37.77057,144.943182,0,Major Cities,Moreland (C)
2020,Bell Primary School,PRESTON,Government,Primary,-37.747893,144.990725,0,Major Cities,Darebin (C)
2020,Chatham Primary School,SURREY HILLS,Government,Primary,-37.817113,145.091885,0,Major Cities,Boroondara (C)
2020,Caulfield South Primary School,CAULFIELD SOUTH,Government,Primary,-37.89525,145.030446,0,Major Cities,Glen Eira (C)
2020,Ashburton Primary School,ASHBURTON,Government,Primary,-37.86221,145.083814,0,Major Cities,Boroondara (C)
2020,Bentleigh West Primary School,BENTLEIGH,Government,Primary,-37.920585,145.026767,0,Major Cities,Glen Eira (C)
2020,Seaspray Primary School,SEASPRAY,Government,Primary,-38.356489,147.170623,2,Outer Regional,Wellington (S)
2020,Anglesea Primary School,ANGLESEA,Government,Primary,-38.39617969,144.1915392,1,Inner Regional,Surf Coast (S)
2020,Briar Hill Primary School,BRIAR HILL,Government,Primary,-37.708307,145.116219,0,Major Cities,Banyule (C)
2020,Zeerust Primary School,ZEERUST,Government,Primary,-36.277196,145.405067,1,Inner Regional,Greater Shepparton (C)
2020,Mckinnon Primary School,ORMOND,Government,Primary,-37.908049,145.052795,0,Major Cities,Glen Eira (C)
2020,Clayton South Primary School,CLAYTON SOUTH,Government,Primary,-37.94054,145.11622,0,Major Cities,Kingston (C) (Vic.)
2020,Ivanhoe East Primary School,IVANHOE EAST,Government,Primary,-37.774587,145.059453,0,Major Cities,Banyule (C)
2020,Cobains Primary School,COBAINS,Government,Primary,-38.074794,147.132279,1,Inner Regional,Wellington (S)
2020,Mildura South Primary School,MILDURA SOUTH,Government,Primary,-34.213477,142.126787,2,Outer Regional,Mildura (RC)
2020,Tate Street Primary School Geelong,EAST GEELONG,Government,Primary,-38.1661575,144.3791358,0,Major Cities,Greater Geelong (C)
2020,Brunswick North West Primary School,BRUNSWICK WEST,Government,Primary,-37.756539,144.943099,0,Major Cities,Moreland (C)
2020,Katandra West Primary School,KATANDRA WEST,Government,Primary,-36.225467,145.560714,1,Inner Regional,Greater Shepparton (C)
2020,Fleetwood Primary School,NARRE WARREN,Government,Primary,-38.039,145.317,0,Major Cities,Casey (C)
2020,Sandringham East Primary School,SANDRINGHAM,Government,Primary,-37.956668,145.022221,0,Major Cities,Bayside (C)
2020,Seaholme Primary School,SEAHOLME,Government,Primary,-37.86463903,144.8403786,0,Major Cities,Hobsons Bay (C)
2020,Somers Primary School,SOMERS,Government,Primary,-38.392117,145.164606,0,Major Cities,Mornington Peninsula (S)
2020,Upwey Primary School,UPWEY,Government,Primary,-37.90286736,145.3328027,0,Major Cities,Yarra Ranges (S)
2020,Coburg North Primary School,COBURG,Government,Primary,-37.736032,144.951883,0,Major Cities,Moreland (C)
2020,Rosanna Primary School,ROSANNA,Government,Primary,-37.735395,145.062899,0,Major Cities,Banyule (C)
2020,Wantirna South Primary School,WANTIRNA SOUTH,Government,Primary,-37.872529,145.237339,0,Major Cities,Knox (C)
2020,Strathmore Primary School,STRATHMORE,Government,Primary,-37.7355515,144.9174408,0,Major Cities,Moonee Valley (C)
2020,Balwyn North Primary School,BALWYN NORTH,Government,Primary,-37.79638413,145.0764973,0,Major Cities,Boroondara (C)
2020,Solway Primary School,ASHBURTON,Government,Primary,-37.873238,145.07283,0,Major Cities,Boroondara (C)
2020,Wangaratta West Primary School,WANGARATTA,Government,Primary,-36.35373503,146.3049549,1,Inner Regional,Wangaratta (RC)
2020,Mount Beauty Primary School,MOUNT BEAUTY,Government,Primary,-36.739498,147.17159,1,Inner Regional,Alpine (S)
2020,Newlands Primary School,PRESTON,Government,Primary,-37.730062,144.984747,0,Major Cities,Darebin (C)
2020,Newborough Primary School,NEWBOROUGH,Government,Primary,-38.188582,146.292787,1,Inner Regional,Latrobe (C) (Vic.)
2020,Traralgon (Stockdale Road) Primary School,TRARALGON,Government,Primary,-38.18998,146.524169,1,Inner Regional,Latrobe (C) (Vic.)
2020,Gowrie Street Primary School Shepparton,SHEPPARTON,Government,Primary,-36.366802,145.396348,1,Inner Regional,Greater Shepparton (C)
2020,Tootgarook Primary School,TOOTGAROOK,Government,Primary,-38.369477,144.857321,0,Major Cities,Mornington Peninsula (S)
2020,Moe (South Street) Primary School,MOE,Government,Primary,-38.183188,146.260064,1,Inner Regional,Latrobe (C) (Vic.)
2020,Roslyn Primary School,BELMONT,Government,Primary,-38.174006,144.329816,0,Major Cities,Greater Geelong (C)
2020,St Georges Road Primary School Shepparton,SHEPPARTON,Government,Primary,-36.390092,145.405737,1,Inner Regional,Greater Shepparton (C)
2020,Malvern Valley Primary School,MALVERN EAST,Government,Primary,-37.880801,145.081553,0,Major Cities,Stonnington (C)
2020,Newborough East Primary School,NEWBOROUGH,Government,Primary,-38.179,146.29376,1,Inner Regional,Latrobe (C) (Vic.)
2020,Belmore School,BALWYN,Government,Combined,-37.804284,145.081145,0,Major Cities,Boroondara (C)
2020,Croxton Special School,NORTHCOTE,Government,Combined,-37.76399724,144.9873978,0,Major Cities,Darebin (C)
2020,Herne Hill Primary School,HAMLYN HEIGHTS,Government,Primary,-38.129536,144.332405,0,Major Cities,Greater Geelong (C)
2020,Frankston East Primary School,FRANKSTON,Government,Primary,-38.14669367,145.1458623,0,Major Cities,Frankston (C)
2020,Selby Primary School,SELBY,Government,Primary,-37.91135772,145.366817,0,Major Cities,Yarra Ranges (S)
2020,Reservoir East Primary School,RESERVOIR,Government,Primary,-37.72101356,145.021384,0,Major Cities,Darebin (C)
2020,Tucker Road Bentleigh Primary School,BENTLEIGH,Government,Primary,-37.932543,145.049012,0,Major Cities,Glen Eira (C)
2020,Katunga Primary School,KATUNGA,Government,Primary,-35.998559,145.455613,1,Inner Regional,Moira (S)
2020,Ballarat North Primary School,BALLARAT,Government,Primary,-37.54009926,143.8628108,1,Inner Regional,Ballarat (C)
2020,Bandiana Primary School,BANDIANA,Government,Primary,-36.152965,146.927135,1,Inner Regional,Wodonga (C)
2020,Greythorn Primary School,BALWYN NORTH,Government,Primary,-37.801459,145.09588,0,Major Cities,Boroondara (C)
2020,Warragul North Primary School,WARRAGUL,Government,Primary,-38.148107,145.939854,1,Inner Regional,Baw Baw (S)
2020,Horsham West and Haven Primary School,HORSHAM,Government,Primary,-36.717424,142.179993,2,Outer Regional,Horsham (RC)
2020,Horsham West and Haven Primary School-Haven Campus,HAVEN,Government,Primary,-36.758079,142.194145,2,Outer Regional,Horsham (RC)
2020,Traralgon (Kosciuszko Street) Primary School,TRARALGON,Government,Primary,-38.199268,146.515364,1,Inner Regional,Latrobe (C) (Vic.)
2020,Traralgon (Liddiard Road) Primary School,TRARALGON,Government,Primary,-38.201551,146.551488,1,Inner Regional,Latrobe (C) (Vic.)
2020,Eastwood Primary School,RINGWOOD EAST,Government,Primary,-37.817183,145.25247,0,Major Cities,Maroondah (C)
2020,Pascoe Vale South Primary School,PASCOE VALE SOUTH,Government,Primary,-37.745716,144.935615,0,Major Cities,Moreland (C)
2020,Lalor Primary School,LALOR,Government,Primary,-37.67067484,145.0258521,0,Major Cities,Whittlesea (C)
2020,Reservoir West Primary School,RESERVOIR,Government,Primary,-37.72196139,144.990545,0,Major Cities,Darebin (C)
2020,Coatesville Primary School,BENTLEIGH EAST,Government,Primary,-37.920339,145.073236,0,Major Cities,Glen Eira (C)
2020,Old Orchard Primary School,BLACKBURN NORTH,Government,Primary,-37.807591,145.152388,0,Major Cities,Whitehorse (C)
2020,Huntingdale Primary School,OAKLEIGH SOUTH,Government,Primary,-37.913101,145.102276,0,Major Cities,Monash (C)
2020,Box Hill North Primary School,BOX HILL NORTH,Government,Primary,-37.800792,145.123311,0,Major Cities,Whitehorse (C)
2020,Ferntree Gully North Primary School,FERNTREE GULLY,Government,Primary,-37.875184,145.298857,0,Major Cities,Knox (C)
2020,Ararat West Primary School,ARARAT,Government,Primary,-37.277361,142.920999,1,Inner Regional,Ararat (RC)
2020,Oak Park Primary School,OAK PARK,Government,Primary,-37.71593849,144.9145838,0,Major Cities,Moreland (C)
2020,Dandenong North Primary School,DANDENONG,Government,Primary,-37.976563,145.215422,0,Major Cities,Greater Dandenong (C)
2020,Bairnsdale West Primary School,BAIRNSDALE,Government,Primary,-37.824541,147.608096,2,Outer Regional,East Gippsland (S)
2020,Kalianna Special School,BENDIGO,Government,Combined,-36.737835,144.278655,1,Inner Regional,Greater Bendigo (C)
2020,Harrisfield Primary School,NOBLE PARK,Government,Primary,-37.954424,145.179526,0,Major Cities,Greater Dandenong (C)
2020,Pascoe Vale North Primary School,PASCOE VALE,Government,Primary,-37.72054,144.944025,0,Major Cities,Moreland (C)
2020,Belle Vue Primary School,BALWYN NORTH,Government,Primary,-37.781943,145.078733,0,Major Cities,Boroondara (C)
2020,Oberon Primary School,BELMONT,Government,Primary,-38.179439,144.34199,0,Major Cities,Greater Geelong (C)
2020,Moe Primary School,MOE,Government,Primary,-38.189727,146.246722,1,Inner Regional,Latrobe (C) (Vic.)
2020,St Albans East Primary School,ST ALBANS,Government,Primary,-37.741972,144.811045,0,Major Cities,Brimbank (C)
2020,Bourchier Street Primary School Shepparton,SHEPPARTON,Government,Primary,-36.366538,145.412966,1,Inner Regional,Greater Shepparton (C)
2020,Swan Hill North Primary School,SWAN HILL,Government,Primary,-35.331249,143.546129,2,Outer Regional,Swan Hill (RC)
2020,Sunshine Heights Primary School,SUNSHINE,Government,Primary,-37.792371,144.81728,0,Major Cities,Brimbank (C)
2020,Sunshine North Primary School,SUNSHINE NORTH,Government,Primary,-37.7718537,144.8372973,0,Major Cities,Brimbank (C)
2020,Banyule Primary School,ROSANNA,Government,Primary,-37.743369,145.077646,0,Major Cities,Banyule (C)
2020,Portland South Primary School,PORTLAND,Government,Primary,-38.365275,141.610615,2,Outer Regional,Glenelg (S)
2020,Rosanna Golf Links Primary School,ROSANNA,Government,Primary,-37.735116,145.074532,0,Major Cities,Banyule (C)
2020,Cheltenham East Primary School,CHELTENHAM,Government,Primary,-37.965256,145.068353,0,Major Cities,Kingston (C) (Vic.)
2020,Cranbourne South Primary School,CRANBOURNE SOUTH,Government,Primary,-38.14810286,145.2448427,0,Major Cities,Casey (C)
2020,Yarrunga Primary School,WANGARATTA,Government,Primary,-36.37256,146.317178,1,Inner Regional,Wangaratta (RC)
2020,Ballarat Specialist School,LAKE GARDENS,Government,Combined,-37.55244058,143.8186955,1,Inner Regional,Ballarat (C)
2020,Ballarat Specialist School - Midlands Farm Campus,INVERMAY PARK,Government,Combined,-37.53522109,143.8550588,1,Inner Regional,Ballarat (C)
2020,Preston North East Primary School,PRESTON,Government,Primary,-37.73381878,145.0294542,0,Major Cities,Darebin (C)
2020,Orbost North Primary School,ORBOST,Government,Primary,-37.697788,148.466001,2,Outer Regional,East Gippsland (S)
2020,Nelson Park School,BELL PARK,Government,Combined,-38.114241,144.337703,0,Major Cities,Greater Geelong (C)
2020,Craigieburn Primary School,CRAIGIEBURN,Government,Primary,-37.582572,144.932871,0,Major Cities,Hume (C)
2020,Warrnambool East Primary School,WARRNAMBOOL,Government,Primary,-38.389498,142.497399,1,Inner Regional,Warrnambool (C)
2020,Colac South West Primary School,COLAC,Government,Primary,-38.343634,143.572026,1,Inner Regional,Colac-Otway (S)
2020,George Street Primary School - Hamilton,HAMILTON,Government,Primary,-37.747887,142.034454,1,Inner Regional,Southern Grampians (S)
2020,Valkstone Primary School,BENTLEIGH EAST,Government,Primary,-37.914608,145.057169,0,Major Cities,Glen Eira (C)
2020,Overport Primary School,FRANKSTON,Government,Primary,-38.160488,145.126972,0,Major Cities,Frankston (C)
2020,Wembley Primary School,YARRAVILLE,Government,Primary,-37.82048,144.874845,0,Major Cities,Maribyrnong (C)
2020,Rosamond Special School,BRAYBROOK,Government,Combined,-37.77963666,144.8554086,0,Major Cities,Maribyrnong (C)
2020,Bonbeach Primary School,BONBEACH,Government,Primary,-38.066598,145.12674,0,Major Cities,Kingston (C) (Vic.)
