Calendar Year,ACARA SML ID,AGE ID,School Name,Suburb,State,Postcode,School Sector,School Type,Campus Type,Rolled Reporting Description,School URL,Governing Body,Governing Body URL,Year Range,Geolocation,ICSEA,ICSEA Percentile,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English - Yes (%),Language Background Other Than English - No (%),Language Background Other Than English - Not Stated (%),Boys to Girls Ratio
2020,43710,2031,Trinity Grammar School,Summer Hill,NSW,2130,Independent,Combined,School Head Campus,Rolled Reporting,http://www.trinity.nsw.edu.au,Association of Independent Schools of NSW,https://www.aisnsw.edu.au/,K-12,Major Cities,1163,97,1,5,22,71,231,221.3,160,123.6,2159,0,2159,2158,0,53,40,8,1
2020,45848,16108,St Kevin's College,Toorak,VIC,3142,Catholic,Combined,School Head Campus,Rolled Reporting,http://www.stkevins.vic.edu.au,Catholic Education Commission of Victoria,https://www.cecv.catholic.edu.au/,Prep-12,Major Cities,1177,98,1,4,18,77,228,189.7,129,94.1,2099,0,2099,2099,1,5,95,0,1
2020,43877,1472,Newington College,Stanmore,NSW,2048,Independent,Combined,School Head Campus,Rolled Reporting,https://www.newington.nsw.edu.au/,Association of Independent Schools of NSW,https://www.aisnsw.edu.au/,K-12,Major Cities,1138,94,2,11,28,58,188,177.6,110,99.9,2018,0,2018,2018,0,20,72,8,1
2020,43821,2029,The Scots College,Bellevue Hill,NSW,2023,Independent,Combined,School Head Campus,Rolled Reporting,http://www.tsc.nsw.edu.au,Association of Independent Schools of NSW,https://www.aisnsw.edu.au/,K-12,Major Cities,1110,88,4,16,35,46,222,211.8,140,119.6,1988,0,1988,1988,1,17,77,6,1
2020,47855,15653,St Laurence's College,South Brisbane,QLD,4101,Catholic,Combined,School Single Entity,Individual Reporting,http://www.slc.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,5-Dec,Major Cities,1108,87,5,16,30,49,150,147.6,91,75.1,1942,0,1942,1942,2,24,76,0,1
2020,45629,14105,Parade College,Bundoora,VIC,3083,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.parade.vic.edu.au,Catholic Education Commission of Victoria,https://www.cecv.catholic.edu.au/,7-Dec,Major Cities,1063,74,11,28,34,27,183,166.5,77,64.4,1937,0,1937,1937,1,23,77,0,1
2020,43785,2021,Sydney Grammar School,Darlinghurst,NSW,2010,Independent,Combined,School Head Campus,Rolled Reporting,http://www.sydgram.nsw.edu.au,Association of Independent Schools of NSW,https://www.aisnsw.edu.au/,K-12,Major Cities,1278,99,0,0,2,97,272,205.3,97,86.9,1886,0,1886,1886,0,25,51,24,1
2020,46172,1266,Scotch College,Hawthorn,VIC,3122,Independent,Combined,School Single Entity,Individual Reporting,http://www.scotch.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1191,99,0,2,13,84,204,198.7,134,115.9,1879,0,1879,1879,1,27,73,0,1
2020,45853,14099,St Joseph's College Geelong,Newtown,VIC,3220,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.sjc.vic.edu.au,Catholic Education Commission of Victoria,https://www.cecv.catholic.edu.au/,7-Dec,Major Cities,1066,76,10,27,34,29,160,144.5,96,73.4,1846,0,1846,1844.6,1,13,87,0,1
2020,43883,2027,The King's School,North Parramatta,NSW,2151,Independent,Combined,School Single Entity,Individual Reporting,http://www.kings.edu.au,Association of Independent Schools of NSW,https://www.aisnsw.edu.au/,K-12,Major Cities,1159,97,1,7,24,69,183,174.3,151,132.1,1824,0,1824,1824,0,25,49,26,1
2020,47996,430,Anglican Church Grammar School,East Brisbane,QLD,4169,Independent,Combined,School Single Entity,Individual Reporting,http://www.churchie.com.au/,Anglican School Commission Queensland,https://www.ascqld.org.au,Prep-12,Major Cities,1167,98,1,5,21,72,165,161.4,116,82.9,1815,0,1815,1815,1,9,91,0,1
2020,48033,418,Brisbane Grammar School,Brisbane,QLD,4000,Independent,Combined,School Single Entity,Individual Reporting,http://www.brisbanegrammar.com,Independent Schools Queensland,https://www.isq.qld.edu.au/,5-Dec,Major Cities,1208,99,0,2,10,88,170,153.8,112,94.3,1764,0,1764,1764,1,20,80,0,1
2020,47849,17236,Iona College,Lindum,QLD,4178,Catholic,Combined,School Single Entity,Individual Reporting,https://www.iona.qld.edu.au/,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,5-Dec,Major Cities,1088,82,5,22,35,37,133,122.4,82,68.1,1722,0,1722,1722,2,8,92,0,1
2020,47854,15651,St Joseph's College,Brisbane,QLD,4000,Catholic,Combined,School Head Campus,Rolled Reporting,http://www.terrace.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,5-Dec,Major Cities,1176,98,1,4,19,77,142,125.7,93,83.2,1696,0,1696,1696,1,19,81,0,1
2020,47879,15652,St Joseph's Nudgee College,Boondall,QLD,4034,Catholic,Combined,School Single Entity,Individual Reporting,http://www.nudgee.com,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,5-Dec,Major Cities,1100,85,5,17,33,46,138,136.5,109,91.6,1682,0,1682,1682,3,21,79,0,1
2020,47856,17241,Marist College Ashgrove,Ashgrove,QLD,4060,Catholic,Combined,School Single Entity,Individual Reporting,http://www.marash.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,5-Dec,Major Cities,1142,94,1,9,27,63,129,122,116,104.7,1670,0,1670,1669.2,2,8,92,0,1
2020,49018,68,Christ Church Grammar School,Claremont,WA,6010,Independent,Combined,School Single Entity,Individual Reporting,http://www.ccgs.wa.edu.au,Association of Independent Schools of WA,https://www.ais.wa.edu.au/,PP-12,Major Cities,1180,99,1,4,16,79,184,158.9,120,105.4,1654,0,1654,1654,1,19,77,4,1
2020,40333,2067,Marist College Canberra,Pearce,ACT,2607,Independent,Combined,School Single Entity,Individual Reporting,http://www.maristc.act.edu.au,"Catholic Education, Archdiocese of Canberra and Goulburn",https://cg.catholic.edu.au/,4-Dec,Major Cities,1131,92,2,10,31,58,127,122.2,61,51.9,1653,0,1653,1652.5,1,8,92,0,1
2020,48003,731,The Southport School,Southport,QLD,4215,Independent,Combined,School Single Entity,Individual Reporting,https://www.tss.qld.edu.au/,Anglican School Commission Queensland,https://www.ascqld.org.au,Prep-12,Major Cities,1112,88,3,12,33,52,132,127.5,108,88.3,1603,0,1603,1603,2,16,82,2,1
2020,49030,84,Hale School,Wembley Downs,WA,6019,Independent,Combined,School Single Entity,Individual Reporting,http://www.hale.wa.edu.au,Association of Independent Schools of WA,https://www.ais.wa.edu.au/,PP-12,Major Cities,1164,97,2,6,21,71,166,161.5,99,88.9,1594,0,1594,1594,2,17,23,60,1
2020,43668,1663,St Ignatius' College,Lane Cove,NSW,2066,Independent,Combined,School Head Campus,Rolled Reporting,http://www.riverview.nsw.edu.au,Catholic Schools NSW,https://www.csnsw.catholic.edu.au/,5-Dec,Major Cities,1165,97,1,4,19,75,186,173.1,121,101.8,1571,0,1571,1571,2,8,92,0,1
2020,45855,15688,St Bede's College,Mentone,VIC,3194,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.stbedes.catholic.edu.au,Catholic Education Commission of Victoria,https://www.cecv.catholic.edu.au/,7-Dec,Major Cities,1096,84,4,19,37,39,130,120.6,55,41.5,1566,0,1566,1566,0,8,92,0,1
2020,43969,1361,Cranbrook School,Bellevue Hill,NSW,2023,Independent,Combined,School Head Campus,Rolled Reporting,http://www.cranbrook.nsw.edu.au,Association of Independent Schools of NSW,https://www.aisnsw.edu.au/,K-12,Major Cities,1183,99,0,3,18,78,162,151.9,119,95.8,1541,0,1541,1541,0,24,76,0,1
2020,45864,13638,St Bernard's College,Essendon,VIC,3040,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.sbc.vic.edu.au,Catholic Education Commission of Victoria,https://www.cecv.catholic.edu.au/,7-Dec,Major Cities,1082,80,6,23,37,34,131,119.2,65,56,1532,0,1532,1532,0,7,93,0,1
2020,49813,252,St Peter's College,St Peters,SA,5069,Independent,Combined,School Single Entity,Individual Reporting,http://www.stpeters.sa.edu.au,Association of Independent Schools of SA,https://www.ais.sa.edu.au/,R-12,Major Cities,1153,96,2,7,21,69,150,141,124,89.7,1489,0,1489,1488.5,0,11,89,1,1
2020,46156,1288,Trinity Grammar School Kew,Kew,VIC,3101,Independent,Combined,School Single Entity,Individual Reporting,http://www.trinity.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1182,99,1,3,17,79,156,144.3,110,97.8,1478,0,1478,1478,0,33,67,0,1
2020,43666,2039,Waverley College,Waverley,NSW,2024,Independent,Combined,School Head Campus,Rolled Reporting,http://www.waverley.nsw.edu.au/public/index.cfm,Catholic Schools NSW,https://www.csnsw.catholic.edu.au/,5-Dec,Major Cities,1122,90,2,13,31,53,124,115.9,58,50.5,1450,0,1450,1450,1,4,96,0,1
2020,43662,1900,"St Patrick's College, Strathfield",Strathfield,NSW,2135,Independent,Combined,School Single Entity,Individual Reporting,http://www.spc.nsw.edu.au/,Catholic Schools NSW,https://www.csnsw.catholic.edu.au/,5-Dec,Major Cities,1127,92,3,11,31,55,115,108.2,42,36.1,1447,0,1447,1447,0,43,56,1,1
2020,45996,16398,Mazenod College,Mulgrave,VIC,3170,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.mazenod.vic.edu.au,Catholic Education Commission of Victoria,https://www.cecv.catholic.edu.au/,7-Dec,Major Cities,1076,79,11,21,35,33,129,114.1,74,54.1,1442,0,1442,1442,0,50,50,0,1
2020,48011,416,Brisbane Boys' College,Toowong,QLD,4066,Independent,Combined,School Single Entity,Individual Reporting,https://www.bbc.qld.edu.au/,Independent Schools Queensland,https://www.isq.qld.edu.au/,Prep-12,Major Cities,1159,97,1,5,21,73,138,127.7,111,91.1,1441,0,1441,1440,1,20,80,0,1
2020,45874,15687,Marcellin College,Bulleen,VIC,3105,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.marcellin.vic.edu.au,Catholic Education Commission of Victoria,https://www.cecv.catholic.edu.au/,7-Dec,Major Cities,1098,85,5,19,34,42,139,130.3,68,59.1,1420,0,1420,1420,0,5,95,0,1
2020,43671,1582,St Augustine's College Sydney,Brookvale,NSW,2100,Independent,Combined,School Single Entity,Individual Reporting,http://www.saintaug.nsw.edu.au,Catholic Schools NSW,https://www.csnsw.catholic.edu.au/,5-Dec,Major Cities,1128,92,2,11,31,56,120,115.9,61,46.5,1418,0,1418,1417.4,1,14,86,0,1
2020,47857,15654,St Patrick's College,Shorncliffe,QLD,4017,Catholic,Combined,School Single Entity,Individual Reporting,http://www.stpatricks.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,5-Dec,Major Cities,1078,79,6,25,37,31,96,93.9,82,75.4,1416,0,1416,1416,1,22,78,0,1
2020,47851,17216,Padua College,Kedron,QLD,4031,Catholic,Combined,School Single Entity,Individual Reporting,http://www.padua.qld.edu.au/,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,5-Dec,Major Cities,1104,86,3,19,36,42,117,108,60,54.4,1410,0,1410,1410,1,6,94,0,1
2020,49028,234,Scotch College,Swanbourne,WA,6010,Independent,Combined,School Single Entity,Individual Reporting,http://www.scotch.wa.edu.au,Association of Independent Schools of WA,https://www.ais.wa.edu.au/,PP-12,Major Cities,1168,98,1,4,18,77,158,140.5,126,93.1,1360,0,1360,1360,3,15,85,0,1
2020,45423,8508,Melbourne High School,South Yarra,VIC,3141,Government,Secondary,School Head Campus,Rolled Reporting,http://www.mhs.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,9-Dec,Major Cities,1166,98,4,8,19,69,105,92.8,33,25.4,1359,0,1359,1357.8,0,86,14,0,1
2020,41353,14237,Epping Boys High School,Eastwood,NSW,2122,Government,Secondary,School Single Entity,Individual Reporting,https://eppingboy-h.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,7-Dec,Major Cities,1114,89,5,14,32,49,89,94.9,18,18,1349,0,1349,1348.5,0,65,35,0,1
2020,47858,17251,Villanova College,Coorparoo,QLD,4151,Catholic,Combined,School Single Entity,Individual Reporting,http://www.vnc.qld.edu.au/,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,5-Dec,Major Cities,1133,93,1,10,30,58,99,95.5,71,54.3,1339,0,1339,1339,0,12,88,0,1
2020,46200,2428,Brighton Grammar School,Brighton,VIC,3186,Independent,Combined,School Single Entity,Individual Reporting,http://www.brightongrammar.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1144,95,2,7,26,65,157,148.7,71,60.6,1337,0,1337,1337,0,15,85,0,1
2020,46199,757,Camberwell Grammar School,Canterbury,VIC,3126,Independent,Combined,School Single Entity,Individual Reporting,http://www.cgs.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1178,98,1,4,17,79,155,132.1,94,77.4,1325,0,1325,1325,0,47,50,3,1
2020,45634,14104,St Patrick's College,Ballarat,VIC,3350,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.stpats.vic.edu.au,Catholic Education Commission of Victoria,https://www.cecv.catholic.edu.au/,7-Dec,Inner Regional,1047,68,14,32,33,22,116,108.8,80,70,1305,0,1305,1305,4,3,97,0,1
2020,48916,15657,Aquinas College,Salter Point,WA,6152,Catholic,Combined,School Single Entity,Individual Reporting,http://www.aquinas.wa.edu.au,Catholic Education Western Australia,https://www.cewa.edu.au/,PP-12,Major Cities,1113,88,4,15,29,51,119,110.6,82,57.7,1301,0,1301,1301,3,14,86,0,1
2020,43667,1348,Christian Brothers High School Lewisham,Lewisham,NSW,2049,Independent,Combined,School Single Entity,Individual Reporting,http://www.cbhslewisham.nsw.edu.au/,Catholic Schools NSW,https://www.csnsw.catholic.edu.au/,5-Dec,Major Cities,1071,77,8,25,36,31,99,90.5,35,31.8,1298,0,1298,1297,3,11,89,0,1
2020,47720,15656,Ambrose Treacy College,Indooroopilly,QLD,4068,Catholic,Combined,School Single Entity,Individual Reporting,http://www.atc.qld.edu.au/,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,4-Dec,Major Cities,1128,92,2,10,29,58,95,89.3,104,78.7,1295,0,1295,1295,3,16,84,0,1
2020,43684,1562,St Aloysius' College,Kirribilli,NSW,2061,Independent,Combined,School Head Campus,Rolled Reporting,http://www.staloysius.nsw.edu.au,Association of Independent Schools of NSW,https://www.aisnsw.edu.au/,3-Dec,Major Cities,1232,99,1,2,8,89,120,109.1,68,59.8,1268,0,1268,1268,0,16,82,2,1
2020,48937,14575,Trinity College,East Perth,WA,6004,Catholic,Combined,School Single Entity,Individual Reporting,http://www.trinity.wa.edu.au,Catholic Education Western Australia,https://www.cewa.edu.au/,4-Dec,Major Cities,1115,89,3,14,32,51,118,114.5,120,64.1,1217,0,1217,1217,3,6,94,0,1
2020,41149,5328,Sydney Boys High School,Moore Park,NSW,2021,Government,Secondary,School Single Entity,Individual Reporting,http://www.sydneyboyshigh.com/,Department of Education NSW,https://education.nsw.gov.au/,7-Dec,Major Cities,1183,99,3,7,16,74,76,78.6,20,14.8,1207,0,1207,1204.7,0,92,8,0,1
2020,48037,733,Toowoomba Grammar School,East Toowoomba,QLD,4350,Independent,Combined,School Single Entity,Individual Reporting,http://www.twgs.qld.edu.au,Independent Schools Queensland,https://www.isq.qld.edu.au/,Prep-12,Inner Regional,1112,88,3,13,34,50,105,101,82,60.9,1196,0,1196,1196,2,10,77,13,1
2020,43488,1520,Patrician Brothers' College Fairfield,Fairfield,NSW,2165,Catholic,Secondary,School Single Entity,Individual Reporting,http://pbcfairfield.catholic.edu.au,Catholic Schools NSW,https://www.csnsw.catholic.edu.au/,7-Dec,Major Cities,985,39,41,31,20,8,93,90.1,32,22.7,1158,0,1158,1158,1,84,16,0,1
2020,45865,8789,Whitefriars College Inc,Donvale,VIC,3111,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.whitefriars.vic.edu.au,Catholic Education Commission of Victoria,https://www.cecv.catholic.edu.au/,7-Dec,Major Cities,1101,85,4,19,35,42,112,102.1,64,50.2,1148,0,1148,1148,0,14,86,0,1
2020,43656,1954,St Pius X College,Chatswood,NSW,2067,Independent,Combined,School Single Entity,Individual Reporting,http://www.spx.nsw.edu.au/,Catholic Schools NSW,https://www.csnsw.catholic.edu.au/,5-Dec,Major Cities,1153,96,1,7,26,66,90,87.9,40,32.5,1144,0,1144,1144,0,14,86,0,1
2020,41352,7692,Northern Beaches Secondary College Balgowlah Boys Campus,Balgowlah,NSW,2093,Government,Secondary,School Single Entity,Individual Reporting,https://nbscbalgb-h.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,7-Dec,Major Cities,1114,89,5,15,30,50,64,80.1,10,13.8,1143,0,1143,1142.7,1,25,75,0,1
2020,45870,16966,Salesian College,Chadstone,VIC,3148,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.salesian.vic.edu.au,Catholic Education Commission of Victoria,https://www.cecv.catholic.edu.au/,7-Dec,Major Cities,1080,80,9,22,34,35,92,87.9,51,42.5,1133,0,1133,1133,0,54,46,0,1
2020,49811,299,Prince Alfred College,Kent Town,SA,5067,Independent,Combined,School Single Entity,Individual Reporting,http://www.pac.edu.au,Association of Independent Schools of SA,https://www.ais.sa.edu.au/,R-12,Major Cities,1145,95,1,7,28,64,128,116,131,93.7,1116,0,1116,1116,1,20,35,45,1
2020,43680,1442,St Joseph's College,Hunters Hill,NSW,2110,Independent,Secondary,School Single Entity,Individual Reporting,http://www.joeys.org/,Catholic Schools NSW,https://www.csnsw.catholic.edu.au/,7-Dec,Major Cities,1116,89,4,11,29,56,110,104.1,292,192.7,1092,0,1092,1092,4,5,45,50,1
2020,41555,6427,Homebush Boys High School,Homebush,NSW,2140,Government,Secondary,School Single Entity,Individual Reporting,http://www.homebushbo-h.schools.nsw.edu.au,Department of Education NSW,https://education.nsw.gov.au/,7-Dec,Major Cities,1045,68,18,29,30,23,67,74.3,16,12.6,1075,0,1075,1075,0,91,9,0,1
2020,43227,1519,Patrician Brothers' College Blacktown,Blacktown,NSW,2148,Catholic,Secondary,School Single Entity,Individual Reporting,https://www.patsblacktown.nsw.edu.au/,Catholic Schools NSW,https://www.csnsw.catholic.edu.au/,7-Dec,Major Cities,1016,54,27,32,27,15,79,75.8,19,15.4,1062,0,1062,1062,3,61,39,0,1
2020,43665,1636,St Edward's Christian Brothers' College,East Gosford,NSW,2250,Independent,Secondary,School Single Entity,Individual Reporting,http://www.stedwards.nsw.edu.au/,Catholic Schools NSW,https://www.csnsw.catholic.edu.au/,7-Dec,Major Cities,1072,77,6,26,36,31,83,79.6,40,30.3,1056,0,1056,1056,3,3,97,0,1
2020,43226,1518,Parramatta Marist High School,Westmead,NSW,2145,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.parramarist.catholic.edu.au/,Catholic Schools NSW,https://www.csnsw.catholic.edu.au/,7-Dec,Major Cities,1083,81,9,22,35,34,82,75.2,23,14.3,1051,0,1051,1051,0,64,36,0,1
2020,43663,1379,Edmund Rice College,West Wollongong,NSW,2500,Independent,Secondary,School Single Entity,Individual Reporting,http://www.edmundricecollege.nsw.edu.au/,Catholic Schools NSW,https://www.csnsw.catholic.edu.au/,7-Dec,Major Cities,1082,80,8,23,32,37,80,74.8,36,29.9,1046,0,1046,1046,2,7,93,0,1
2020,45771,15686,De La Salle College,Malvern,VIC,3144,Catholic,Combined,School Head Campus,Rolled Reporting,http://www.delasalle.vic.edu.au,Catholic Education Commission of Victoria,https://www.cecv.catholic.edu.au/,5-Dec,Major Cities,1117,89,3,14,33,50,115,94.9,53,45.7,1042,0,1042,1042,0,13,87,0,1
2020,47878,15649,St Edmund's College,Woodend,QLD,4305,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.sec.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,7-Dec,Major Cities,1029,60,18,35,31,15,89,86.9,66,53.2,1041,0,1041,1041,4,4,84,12,1
2020,43477,1429,Marist College Kogarah,Bexley,NSW,2207,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.mck.nsw.edu.au/,Catholic Schools NSW,https://www.csnsw.catholic.edu.au/,7-Dec,Major Cities,1065,75,9,28,36,26,79,71.6,24,16.8,1035,0,1035,1035,1,70,30,0,1
2020,48036,465,Ipswich Grammar School,Ipswich,QLD,4305,Independent,Combined,School Single Entity,Individual Reporting,http://www.ipswichgrammar.com,Independent Schools Queensland,https://www.isq.qld.edu.au/,Prep-12,Major Cities,1083,81,8,19,33,41,76,76,73,59.8,1016,0,1016,1016,6,20,80,0,1
2020,47909,15655,Ignatius Park College,Cranbrook,QLD,4814,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.ipc.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,7-Dec,Outer Regional,1024,58,15,32,34,18,88,86.8,60,48.2,1001,0,1001,1001,10,5,92,3,1
2020,40029,60,The Hutchins School,Sandy Bay,TAS,7005,Independent,Combined,School Single Entity,Individual Reporting,http://www.hutchins.tas.edu.au,Independent Schools Tasmania,https://www.independentschools.tas.edu.au/,Prep-12,Inner Regional,1133,93,2,10,28,60,105,96,70,55.5,990,0,990,990,1,15,85,0,1
2020,43482,1422,Marcellin College,Randwick,NSW,2031,Catholic,Secondary,School Single Entity,Individual Reporting,http://marcellin.nsw.edu.au,Catholic Schools NSW,https://www.csnsw.catholic.edu.au/,7-Dec,Major Cities,1096,84,5,18,35,42,69,66,21,15.5,979,0,979,979,3,27,73,0,1
2020,43678,1632,St Dominic's College,Kingswood,NSW,2747,Independent,Secondary,School Single Entity,Individual Reporting,http://www.stdominics.nsw.edu.au/,Catholic Schools NSW,https://www.csnsw.catholic.edu.au/,7-Dec,Major Cities,1009,51,22,39,29,9,85,84,25,22.1,971,0,971,971,5,11,89,0,1
2020,45972,1068,St Joseph's College,Ferntree Gully,VIC,3156,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.stjosephs.com.au,Catholic Education Commission of Victoria,https://www.cecv.catholic.edu.au/,7-Dec,Major Cities,1044,67,14,35,35,16,80,74.3,35,29.2,960,0,960,960,0,4,96,0,1
2020,49694,15342,Christian Brothers' College,Adelaide,SA,5000,Catholic,Combined,School Head Campus,Rolled Reporting,http://www.cbc.sa.edu.au,Catholic Education South Australia,https://www.cesa.catholic.edu.au/,R-12,Major Cities,1079,80,9,24,33,34,72,66.3,50,37.3,939,0,939,939,1,28,71,1,1
2020,41320,7614,North Sydney Boys High School,Crows Nest,NSW,2065,Government,Secondary,School Single Entity,Individual Reporting,https://northsydbo-h.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,7-Dec,Major Cities,1197,99,3,4,15,78,56,66.1,11,14.4,915,0,915,915,0,94,6,0,1
2020,41151,8595,Sydney Technical High School,Bexley,NSW,2207,Government,Secondary,School Single Entity,Individual Reporting,https://www.sths.nsw.edu.au/,Department of Education NSW,https://education.nsw.gov.au/,7-Dec,Major Cities,1124,91,6,14,26,54,63,63.7,14,11.4,914,0,914,911.6,0,94,6,0,1
2020,47863,17229,St Mary's College,Toowoomba,QLD,4350,Catholic,Combined,School Single Entity,Individual Reporting,http://www.stmaryscollege.com/,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,5-Dec,Inner Regional,1023,57,21,35,27,17,77,72.7,42,32.3,875,0,875,875,6,10,90,0,1
2020,43497,1431,Marist College Eastwood,Eastwood,NSW,2122,Catholic,Secondary,School Single Entity,Individual Reporting,http://home.mce.nsw.edu.au/,Catholic Schools NSW,https://www.csnsw.catholic.edu.au/,7-Dec,Major Cities,1105,86,5,16,34,44,71,63.4,17,11.5,869,0,869,869,0,40,60,0,1
2020,49705,15341,Rostrevor College,Woodforde,SA,5072,Catholic,Combined,School Single Entity,Individual Reporting,http://www.rostrevor.sa.edu.au,Catholic Education South Australia,https://www.cesa.catholic.edu.au/,R-12,Major Cities,1059,73,10,26,39,25,63,60.5,30,24.8,852,0,852,851.4,2,12,88,0,1
2020,48912,105,Mazenod College,Lesmurdie,WA,6076,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.mazenod.wa.edu.au,Catholic Education Western Australia,https://www.cewa.edu.au/,7-Dec,Major Cities,1068,76,11,27,33,29,73,68,72,46.2,842,0,842,842,2,9,80,11,1
2020,41562,8615,East Hills Boys High School,Panania,NSW,2213,Government,Secondary,School Single Entity,Individual Reporting,https://easthillsb-h.schools.nsw.gov.au,Department of Education NSW,https://education.nsw.gov.au/,7-Dec,Major Cities,1003,48,34,30,23,12,61,67.6,15,15.5,830,0,830,829.6,1,83,17,0,1
2020,48892,14572,Christian Brothers' College,Fremantle,WA,6160,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.cbcfremantle.wa.edu.au,Catholic Education Western Australia,https://www.cewa.edu.au/,7-Dec,Major Cities,1090,83,5,22,35,38,88,75.3,36,31,826,0,826,826,2,13,87,0,1
2020,43478,1437,Marist Catholic College North Shore,North Sydney,NSW,2060,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.maristcollege.com,Catholic Schools NSW,https://www.csnsw.catholic.edu.au/,7-Dec,Major Cities,1127,91,2,12,31,56,59,55.6,20,14.2,819,0,819,819,1,20,80,0,1
2020,43464,1349,St Mary's Cathedral College,Sydney,NSW,2000,Catholic,Combined,School Single Entity,Individual Reporting,http://www.smccsydney.catholic.edu.au,Catholic Schools NSW,https://www.csnsw.catholic.edu.au/,3-Dec,Major Cities,1101,85,7,17,33,43,61,58.5,16,10.8,795,0,795,795,1,41,59,0,1
2020,47866,17218,St Augustine's College,Cairns,QLD,4870,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.sac.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,7-Dec,Outer Regional,1068,76,7,24,34,35,62,61,35,29.3,790,0,790,790,7,12,88,0,1
2020,43218,2009,St Paul's Catholic College,Greystanes,NSW,2145,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.stpaulsgreystanes.catholic.edu.au,Catholic Schools NSW,https://www.csnsw.catholic.edu.au/,7-Dec,Major Cities,1038,65,21,27,31,22,69,64.4,26,18.2,789,0,789,789,1,68,32,0,1
2020,40245,15939,St Virgil's College,Austins Ferry,TAS,7011,Catholic,Combined,School Head Campus,Rolled Reporting,http://www.stvirgils.tas.edu.au,Catholic Education Tasmania,https://www.catholic.tas.edu.au/,3-Oct,Inner Regional,1023,57,24,32,26,18,76,61.5,60,43,778,0,778,778,5,4,96,0,1
2020,47905,15648,St Brendan's College,Yeppoon,QLD,4703,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.sbc.qld.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,7-Dec,Inner Regional,970,32,33,33,24,9,60,58.6,54,39.9,763,0,763,763,17,9,91,0,1
2020,40334,2068,St Edmund's College Canberra,Griffith,ACT,2603,Independent,Combined,School Single Entity,Individual Reporting,http://www.stedmunds.act.edu.au/,Association of Independent Schools of the ACT,https://ais.act.edu.au/,4-Dec,Major Cities,1061,74,10,24,36,30,62,60,36,30.7,744,0,744,744,4,4,96,0,1
2020,49717,375,St Paul's College,Gilles Plains,SA,5086,Catholic,Combined,School Single Entity,Individual Reporting,http://www.stpauls.sa.edu.au,Catholic Education South Australia,https://www.cesa.catholic.edu.au/,R-12,Major Cities,1018,55,25,30,29,15,52,50,30,24.1,744,0,744,743.4,2,45,55,0,1
